Country Name,Country Code,Series,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
East Asia & Pacific,EAS,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,2.26291,2.98597,3.08943,3.17478,3.44191,3.73942,4.0232,4.21629,4.57223,4.98838,5.29015,5.70014,6.14414,6.34934,6.66534,6.92726,7.10937,7.24525,7.14805,7.25697,7.31877,7.4736,7.62274,7.4271,9.32525,10.23765,9.94445,11.2721,13.22468,14.40659,15.57177,17.1647,19.06617,20.91543,22.42126,23.42781,24.15671,24.55526,25.04563,26.56746,28.17449,29.78446,32.35721,35.03456,41.41638,43.76806,45.13546,45.73399,46.59322,47.65192,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.442089975,2.896309972,3.733065009,..,..,4.260559916,2.668550014,2.997080088,..,2.58137989,..,..,3.078419924,3.508500099,3.861939907,4.076770067,4.60902977,4.865950108,4.53144002,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,1.4094,1.39189,1.42351,1.47435,1.65836,1.85642,2.03103,2.19177,2.45086,2.88749,3.19038,3.62584,4.06972,4.23751,4.52862,4.81019,5.04867,5.19915,5.06427,5.16008,5.15855,5.22676,5.25848,5.4511,6.18332,6.9623,7.65457,8.5289,9.32715,10.35978,11.38953,12.97912,14.96859,16.96518,18.60381,19.74603,20.58008,21.10571,21.6792,23.29147,24.9077,26.41291,28.97838,31.62914,38.35058,40.81217,42.24306,42.95849,43.90823,45.76525,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,1.1383,1.15317,1.19029,1.22043,1.35685,1.49416,1.61879,1.75619,2.01303,2.47137,2.80756,3.27383,3.73312,3.90253,4.18627,4.45603,4.68625,4.83729,4.70162,4.80071,4.80399,4.88139,4.92201,5.13045,5.89012,6.69646,7.40818,8.29591,9.0962,10.13809,11.17135,12.76923,14.7751,16.79443,18.4551,19.61563,20.46542,21.00222,21.58426,23.21296,24.84706,26.36898,28.96886,31.65932,38.47641,40.98228,42.44068,43.17176,44.13986,46.02525,..,..,..,..,..
Ecuador,ECU,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.1128,..,..,..,..,..,..,..,5.47862,..,..,..,..,..,..,..,7.98263,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.71475,7.72254,7.73594,7.84454,7.90427,8.09364,8.28354,8.35642,8.6958,8.68669,8.75957,..,..,..,..,..,..,..
Ecuador,ECU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,2.00283,1.8794,..,..,..,..,..,2.41884,..,..,..,..,..,..,4.20342,5.23335,6.87238,..,..,..,..,..,..,..,..,1.99764,..,..,2.19537,1.54734,1.15093,..,..,..,..,..,..,..,..,4.34242,4.50743,4.72689,4.64307,5.00464,5.26099,4.9987,..,..,..,..,..,..,..,..,..
Ecuador,ECU,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.78,89.07,..,88.95,..,92.13,93.96,93.02,94.3,95.03,95.59,96.27,96.56,97.31,97.64,98.08,98.28,98.21,98.64,..,..,..,..,..,..
Ecuador,ECU,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,7.08048,7.52072,9.36929,..,20.3911,24.61349,..,..,31.32477,33.28251,34.13806,32.09383,30.3431,30.86904,31.5891,..,..,28.11723,24.66389,19.43463,19.85021,..,..,..,18.09099,..,18.53632,..,..,..,..,..,..,..,..,..,..,38.77503,..,..,..,39.81667,40.32245,..,44.89223,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.0609,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.49143,..,..,..,..,..,..,..,..,..,..,9.04345,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,4.52992,4.5379,..,5.22667,4.89243,4.94343,4.54958,4.94112,..,4.28032,..,5.6083,5.22149,..,..,..,..,4.52522,4.60006,..,..,4.05067,4.1977,4.58376,4.604,4.67157,..,..,..,..,..,..,4.94563,4.67072,4.79443,4.00178,3.68461,3.76083,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.05,..,..,..,..,83.85818,..,..,..,85.58102,..,..,..,..,90.86884,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,7.1829,8.11211,9.43842,10.70999,12.13247,13.74671,15.61617,16.21471,16.29194,16.70132,17.64112,18.72874,19.43092,20.04505,18.74809,18.59431,18.65458,18.21163,15.58874,14.42987,12.17869,..,..,..,..,..,..,..,30.72465,..,29.75446,30.79854,27.65975,28.9297,30.12,29.92955,30.27098,29.98793,30.53548,31.41724,26.81772,27.72804,30.11785,31.06811,35.02813,33.85891,35.16452,..,..,..,..,..,..,..
El Salvador,SLV,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,2.62382,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.17258,..,..,..,..,..,..,..,..,..,..,..,..,..,5.91158,5.64834,6.24135,6.34359,6.36607,6.41084,6.5877,6.43581,..,..,6.76871,6.87305,..,..,..,..,..,..,..
El Salvador,SLV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.90451,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.54725,2.56261,2.83868,..,3.24284,3.13467,..,3.17785,3.49298,3.60985,4.45811,4.6595,4.04807,3.8985,3.71247,3.80149,3.82416,3.90988,3.82524,3.72523,3.59242,..,..,..,..,..,..
El Salvador,SLV,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.27,73.4,74.42,73.9,75.13,78.54,78.09,77.74447,..,81.15,82.34,..,86.18,87.84,88.41,88.51,87.93,88.31,89.71,..,..,..,..,..,..
El Salvador,SLV,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,2.85252,3.71207,..,5.5945,7.03909,7.41845,..,7.77114,7.96987,..,..,..,10.91092,13.12462,14.28665,15.70816,16.1976,..,16.35066,16.85763,16.03887,17.30743,..,18.56749,20.53786,21.92305,21.13323,..,21.91906,22.06705,21.40517,20.58089,21.30964,21.96148,22.64765,22.94933,23.19761,24.28711,25.1151,25.60744,26.11398,27.1871,28.02119,28.35208,27.86739,27.97005,27.91809,28.58629,29.37193,..,..,..,..,..,..
Equatorial Guinea,GNQ,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.18798,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.23,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.81033,..,..,..,..,..,..,..,..,1.60462,..,..,..,..,..,..,..,..,1.85288,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.63855,..,4.62058,5.26281,..,4.04716,3.5239,..,3.14897,..,2.127,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.74553,1.6904,..,1.63197,2.01128,1.95607,2.39957,2.12762,..,1.56172,..,..,..,..,2.67099,3.24191,..,..,..,3.85005,3.4765,3.36256,..,..,..,..,..,..,..,..
Estonia,EST,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.7562,..,..,..,..,..,..,..,..,..,..,12.20844,..,..,..,..,..,13.63657,13.65608,13.68481,13.74732,13.76009,13.82121,13.86887,13.95539,13.85688,13.90054,13.92158,13.96194,14.04632,..,..,..,..,..,..
Estonia,EST,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.70691,5.50267,5.90541,6.06233,6.34614,6.24435,6.64656,5.33243,5.22461,5.43131,5.27117,4.87735,4.81316,..,4.62064,5.47738,5.92652,5.47338,4.96992,4.68269,4.81267,5.36708,5.10685,5.17054,4.97338,..,..,..,..,..,..,..
Estonia,EST,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.24204,..,..,..,..,22.01343,..,22.10383,22.91566,24.75434,24.35973,24.52224,23.53077,24.40365,25.44992,40.18613,44.0633,47.32125,49.61477,54.54407,58.66144,61.53721,64.39908,66.18384,67.9128,67.86591,67.67473,66.44184,66.63192,68.18451,70.36909,72.37507,73.92123,73.30776,72.16762,71.39045,69.63503,70.36543,..,..,..,..,..,..
Eswatini,SWZ,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.87655,..,..,..,..,..,..,..,..,..,4.22926,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.71435,3.9443,5.79652,6.36428,5.2972,6.58383,6.75364,..,..,..,..,5.8022,5.51156,5.66129,5.48457,..,..,..,5.14029,5.65314,4.93816,..,..,5.09095,5.50848,4.83824,4.44087,5.81677,5.40161,6.48462,6.55476,..,6.61812,6.47135,6.11837,6.86433,..,..,7.07032,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.66643,..,..,..,66.18265,..,..,..,70.2268,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,0.52107,0.64488,0.67704,0.68758,1.3221,2.23434,2.19264,2.71352,..,2.78608,3.62578,3.17766,..,..,5.01859,4.59731,4.13023,3.87076,4.63902,..,4.24459,4.07184,3.6674,4.90709,..,..,6.08714,..,..,4.75268,4.41743,..,4.48558,..,5.59354,5.02112,4.87918,..,..,..,..,7.72675,..,6.74796,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.02394,..,..,..,2.17401,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.11235,2.30206,2.11203,2.33757,2.13795,..,..,..,..,..,..,2.35421,..,..,2.77462,2.75794,..,..,3.98311,3.70029,3.63245,..,..,..,5.49096,5.45113,5.4082,4.42207,4.49659,5.48576,5.56678,4.49855,4.60202,4.73792,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.93961,..,..,..,..,28.21768,..,26.56874,..,..,..,39.57277,..,..,..,..,52.0865,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,0.17487,0.18866,0.14703,0.23756,..,..,0.24475,0.37755,0.46329,0.51488,0.49115,0.50338,0.52851,0.51014,..,0.81014,0.86522,0.80717,0.82701,0.85045,0.82797,..,..,0.62279,0.67572,0.70003,0.81777,0.85584,0.95109,1.18656,1.46918,1.64915,2.30928,2.59943,2.81004,..,..,3.62789,5.37221,7.48318,7.88366,8.2236,..,8.10532,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,3.722580075,..,..,4.227620125,4.721874952,4.351564884,..,4.332499981,4.79335022,..,5.098874807,5.062125206,4.843484879,4.819974899,..,4.826459885,4.602769852,4.56600523,..,4.543669939,4.797194958,..,4.840469837,4.697184801,4.701495171,4.796005011,..,4.598649979,4.801280022,4.893635035,5.33506012,5.409160137,5.108510017,5.07847023,5.070759773,4.90802002,4.817080021,5.185024977,5.575470209,5.541399956,5.31856513,5.461319923,5.376790047,5.281619787,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,19.56491,19.57855,20.64627,21.95081,22.72893,23.79667,25.07061,25.59862,26.17795,25.86479,26.18517,26.30931,26.62167,26.79588,27.31433,28.12266,28.70242,29.07966,29.98106,31.32444,32.66064,34.55035,36.56568,39.39804,42.58079,44.12859,45.87544,48.03146,49.60108,50.34278,51.70389,53.484,55.03363,57.05981,58.9604,60.36014,61.33069,61.53101,62.13962,63.16101,64.9974,66.89433,67.82388,68.39781,70.02089,70.91849,72.16019,73.67648,75.15541,75.15541,..,..,..,..,..
Europe & Central Asia,ECS,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.625465155,4.534334898,..,4.453450203,4.523359776,4.176370144,4.680490017,4.569795132,4.957804918,4.855050087,4.925410032,4.93479991,4.699815035,4.956730127,5.130670071,5.259534836,4.993620157,4.933310032,5.040480137,5.123250008,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,24.66171,24.63775,24.96042,25.39906,25.71002,26.29951,26.9775,27.42364,27.77068,27.69535,27.79565,27.87048,28.11183,28.53,29.03829,29.73868,30.20879,30.6024,31.03192,31.63972,32.41136,33.16617,33.77438,34.69724,36.19514,37.10763,38.51994,40.2045,41.2603,43.04041,44.9187,47.54401,50.2232,52.83874,54.15531,55.88039,57.26544,58.08786,58.74677,59.78057,61.24315,62.30402,63.0721,64.06763,65.2665,66.12154,67.94576,70.0108,71.96682,72.62952,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.618079901,3.25661993,3.290529966,3.300149918,3.421950102,3.258670092,3.512150049,3.403480053,3.812045097,4.16305995,4.285749912,..,4.046530008,3.903880119,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,34.77969,34.42136,33.88086,33.43154,33.05122,33.01771,33.01213,33.2733,33.42491,33.3819,33.30612,33.39087,33.58153,34.01885,34.68202,35.68254,36.30555,36.8535,37.01575,36.96522,37.08334,36.38785,35.27761,33.89089,33.38609,33.11641,33.91307,35.02689,35.90693,37.52159,39.83745,42.91701,45.97486,49.01417,49.90648,51.82857,53.49382,54.59734,55.17491,56.08794,57.5455,58.61784,59.94291,62.26264,64.0219,65.38033,67.91412,70.65068,73.13763,74.59208,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"UIS: Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes",UIS.EA.MEAN.1T6.AG25T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Gross enrolment ratio for tertiary education, both sexes (%)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,31.14064,30.80703,30.27119,29.91237,29.68941,29.7587,29.91031,30.23668,30.4115,30.46103,30.46369,30.63116,30.88961,31.33387,32.01204,32.883,33.38745,33.74594,33.77597,33.73691,33.83612,33.43431,32.57311,31.71363,31.67747,31.79523,33.0802,34.47204,35.1993,37.24898,39.80838,43.18443,46.33675,49.38878,50.50197,52.57534,54.40691,55.74169,56.7847,57.83003,59.11542,59.8214,60.62157,62.43784,63.75949,64.81916,67.10409,69.61971,71.91742,73.17606,..,..,..,..,..
