Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Djibouti,DJI,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,224.4143576,..,..,..,..,..,..,..,..,..,..,..,..,..,160.9927807,165.6404506,167.102145,163.5167771,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.75,3.72,3.83,3.86,3.69,3.65,3.5,3.55,3.56,3.37,3.55,2.82,2.67,2.71,2.58,2.66,2.37,2.23,2.3,2.32,2.09,2.08,2.03,..
Djibouti,DJI,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.6,..,..,..,..,..,..,..,..,..,42.2,47.8,..,..,..,43.8,..,..,..,..,..,..
Djibouti,DJI,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40,..,..,..,..,..,..,..,..,..,45.1,44.1,..,..,..,41.6,..,..,..,..,..,..
Djibouti,DJI,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,..,..,..,..,..,..,4.3,5,..,..,..,5.4,..,..,..,..,..,..
Djibouti,DJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.669,25.985,26.728,27.103,27.279,27.153,27.156,27.013,26.74,26.664,26.599,26.59,26.488,26.446,26.452,26.387,26.3,26.194,26.33,26.371,26.314,26.187,26.157,26.173,26.07,25.992,26.064,26.184,26.256,27.713,27.668,26.307,26.154
Djibouti,DJI,Age dependency ratio (% of working-age population),SP.POP.DPND,87.01276115,86.49725647,85.99513498,85.48145621,85.13023823,85.41248853,86.2074536,87.0761376,87.93411682,88.7665076,89.56192466,90.31711955,91.02304846,91.661207,92.20552429,92.6459926,92.97470895,93.19599363,93.31345179,93.31703911,93.19805743,92.96803807,92.63217553,92.20875137,91.70680816,91.13135187,90.49619088,89.82487948,89.13124941,88.42732107,87.74900624,87.10109695,86.44042053,85.68694906,84.89802301,84.03046467,82.87816904,80.58696085,77.91232498,76.00345096,74.61598493,73.33889171,72.21409275,71.87018046,71.97982351,71.80413722,71.04928623,69.95118311,68.82791461,67.73339369,66.75288871,65.8080485,64.89425755,63.94770049,62.89307257,61.70075865,60.37244195,58.95998879,57.53865781,56.20398893,54.99946005,53.93828728,53.02374967,52.23109069
Djibouti,DJI,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4446.413425,4675.451817,4940.631622,5204.131084,5398.750771,5566.581289,5784.448008,5773.207493,5947.860884,6083.643682,6400.620163
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,340989528,..,373371738.3,395794538.6,409220087.1,452328087.3,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,2042817163,2214679081,2424391785,2604955229,2762581334,2913466732,3088853639,3185150981,3385825229,3674298479,4098530514
Djibouti,DJI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,0.7116,0.7116,0.708,0.7327,0.7913,0.8221,0.8525,0.8828,0.8971,1.0364,1.017,0.7786,0.7221,0.5936,0.4775,0.4758,0.4449,0.6427,0.5769,1.227,0.9732,1.222,1.0463,1.0292,1.0535,1.0726,1.1131,1.1231,1.1445,1.1787,0.7398,0.7502,0.7784,0.8201,0.7912,0.755,0.7307,0.7487,0.8106,0.7303,0.8156,0.6329,0.8073,0.8864,0.8859,0.8097,0.7388,0.6638,0.7183,0.7075,0.7348,0.7928,0.7485,0.7492
Djibouti,DJI,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..,..,..,..,..,..,..,..,..,..,4.901670398,4.586943069,4.258492927,4.105935029,4.108237762,3.916477695,3.694682691,3.467222805,3.20357389,3.403467175,3.12140325,2.269659843,2.0233692,1.606264866,1.24331798,1.181562852,1.043530883,1.414395718,1.190655552,2.344488922,1.679268659,1.936326241,1.671379051,1.675552915,1.681000782,1.694272707,1.716824915,1.671735011,1.636514945,1.627548611,0.989940026,0.972627195,0.97841307,1.008089547,0.957725475,0.899701728,0.853856904,0.856118958,0.907997231,0.80118307,0.876752618,0.667223301,0.835068534,0.9000593,0.883499532,0.793580009,0.711991388,0.629289154,0.670129734,0.649852256,0.664864258,0.707069266,0.658255767,0.649814735
Djibouti,DJI,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.265437439,0.013685624,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.473319413,..,..,..,..,..,..,..,..,..,..,..,0.442789095,1.243593959,0.995238488
Djibouti,DJI,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,21000000,22000000,25000000,22000000,24000000,28000000,27000000,23000000,12000000,12000000,10000000,5000000,8000000,19000000,21000000,15000000,16000000,19000000,18000000,11000000,13000000,9000000,13000000,11000000,13000000,14000000,20000000,28000000,23000000,25000000,25000000,17000000,16000000,12000000,12000000,14000000,29000000,31000000,28000000,28000000,32000000,32000000,36000000,37000000,38000000,40000000,55000000,58000000,69000000,77000000,85000000,93000000,118000000,120000000,129000000,134000000,1732000000,3162000000,3522000000,3996000000,2785000000,3829000000,4601000000,4527000000
Djibouti,DJI,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Djibouti,DJI,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Djibouti,DJI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Dominica,DMA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,304.0716102,..,..,..,..,..,..,..,..,..,..,..,..,..,568.1073286,596.5024588,610.4118827,624.5733293,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.47,2.64,2.55,2.68,3.1,3.23,2.9,3.25,2.94,3.28,3.02,2.79,3.01,2.92,2.93,3.14,3.03,2.91,2.96,2.92,3.19,3.03,2.95,..
Dominica,DMA,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Age dependency ratio (% of working-age population),SP.POP.DPND,100.6929656,101.9555228,103.1058384,104.4879438,106.1902879,108.2609123,110.7107859,113.5030437,116.5179585,119.5243327,120.0830406,117.3894013,113.8779498,110.5380898,107.3833139,104.4419687,101.7339421,99.12546065,96.62043421,94.12249894,91.47213707,88.04297418,83.98299079,80.33093274,77.43849885,75.23753694,73.60206166,72.42115996,71.7789023,71.89307067,72.76313831,73.3136583,72.78119782,71.94472648,71.14247709,70.37400368,69.61366469,68.78729571,67.93974733,67.09124876,66.22267511,65.03854799,63.49092474,61.92377667,60.47876195,59.09175076,57.70702973,56.30832104,54.97186586,53.82416011,52.92145062,51.53503478,50.21733461,48.39293316,46.62666167,45.60663399,45.59583325,46.01986868,45.5869477,45.26000428,44.99399193,44.7922951,44.67103981,44.62153993
Dominica,DMA,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10409.11774,10599.7986,10810.38903,11026.86777,11023.68424,11359.10492,11721.66972,11997.04738,12481.3622,12571.75169,12933.37632,12967.32706,12586.05084,13353.62698,13737.35115,13810.34951,14438.71181,15346.85434,16438.0414,16243.4245,16353.87076,16271.46912,16084.01425,15786.82648,16382.67185,15926.80483,16556.01603,15710.71137,16344.89957,17318.96289,14508.92264,15594.28535,16557.64067,17420.25125
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45872947.41,57130215.56,55017758.89,72804653.33,82107391.11,89527576.67,98665191.48,109157070.7,119491933,135161958.5,151868754.4,171106184.1,185137243,201429629.6,219762963,234059259.3,245525925.9,264374074.1,274522222.2,292285185.2,302988888.9,322411111.1,331759259.3,333470370.4,340203703.7,333196296.3,343311111.1,367200000,364255555.6,390251851.9,421374074.1,458188888.9,489074074.1,493825925.9,501025925.9,485996296.3,498296296.3,520429629.6,540737037,576229629.6,521551851.9,554770370.4,611537037,504214814.8,555266666.7,607159259.3,653992592.6
Dominica,DMA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,0.0076,0.0076,0.0092,0.0093,0.0083,0.01,0.0091,0.01,0.01,0.0099,0.0098,0.0142,0.0133,0.0131,0.0145,0.0145,0.0125,0.0185,0.0213,0.0218,0.0213,0.0214,0.0216,0.0388,0.0512,0.0589,0.0646,0.0629,0.0361,0.0619,0.0554,0.0558,0.0507,0.0576,0.0615,0.0605,0.0642,0.0768,0.0736,0.075,0.0773,0.0595,0.0543,0.0599,0.0669,0.0724,0.0777,0.0692,0.0749,0.0841,0.0684,0.0755,0.0758,0.0799
Dominica,DMA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..,..,..,..,..,..,..,..,..,..,0.110291984,0.109302192,0.131316015,0.131756039,0.116751769,0.139723348,0.126359054,0.138110101,0.137506188,0.135692649,0.134094112,0.19455786,0.182973806,0.181026739,0.201232375,0.202107493,0.175055317,0.260479,0.301665534,0.310749362,0.305915809,0.308820134,0.311575911,0.558812092,0.736934525,0.847860197,0.930701628,0.907661005,0.52224987,0.898794831,0.808629271,0.81712746,0.741585853,0.840495542,0.895861557,0.880204848,0.933058164,1.115517016,1.068928457,1.08910316,1.122583831,0.861656988,0.78561301,0.859212508,0.950648686,1.028263031,1.116283079,1.010277972,1.098659313,1.23895109,1.012238616,1.123478468,1.134289049,1.201323109
Dominica,DMA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,..,..,..,..,0,..,..,0,0,..,..,..,..,..,0.000238925,0.000879249,0.000107611,..,3.92247E-06,..,0,0,0,0,0,0,0,0,0,0,0,0.052801916,..,0,0.005315173,..,..,7.33421E-05,0.223367957,0.000126027,0.000386,0.042831228,0.00030399,0.129024431,0.007526462
Dominica,DMA,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,4000000,4000000,4000000,5000000,5000000,6000000,6000000,6000000,6000000,7000000,6000000,6000000,7000000,9000000,10000000,11000000,11000000,12000000,16000000,9000000,10000000,19000000,24000000,27000000,26000000,28000000,43000000,48000000,54000000,45000000,55000000,54000000,53000000,48000000,47000000,45000000,51000000,52000000,62000000,56000000,54000000,44000000,43000000,40000000,42000000,42000000,41000000,37000000,40000000,33000000,37000000,29000000,34000000,35000000,36000000,30000000,18000000,12000000,10000000,19000000,16000000,20000000,21000000,16000000
Dominica,DMA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Dominica,DMA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Dominica,DMA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Dominican Republic,DOM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,517.340836,586.6908089,599.4592059,613.8189006,610.4501171,614.5989772,612.8714013,612.7553751,621.0179813,599.5175105,605.5239771,604.0587876,627.6229623,646.1257998,526.6312972,534.946086,593.1965888,556.0227395,536.8648422,561.4231302,554.3791087,602.6010967,572.7406363,645.3603049,665.2281312,681.8164164,747.6828579,777.2183691,795.4078327,841.0442919,802.9432072,839.3754798,783.0914792,698.5861007,749.563633,766.3826948,770.0194952,762.6964222,739.0430277,766.7981477,771.0661808,804.0955826,748.8424619,740.8378902,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.9,3.7,3.87,3.53,3.34,3.19,3.03,2.93,2.73,2.64,2.57,2.54,2.54,2.36,2.19,2.21,2.21,2.09,2.06,2.16,2.11,2.11,..,..
Dominican Republic,DOM,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.9,..,..,37,..,..,23.2,..,..,..,17.6,16.2,..,..,16.1,16.1,17.7,21.8,27.9,21.4,18.6,18.1,18.6,16.8,16.7,13.7,14.3,13.7,10.9,8.8,8,5.4,4.2,3.5,5.2,4.3,4,..
Dominican Republic,DOM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.8,..,..,50.4,..,..,51.1,..,..,..,47.4,48.9,..,..,51.5,50,49.7,52.1,52,50,52,48.9,48.1,48.9,47.3,47.7,46.1,47.7,44.3,45.2,45.7,42.2,43.7,41.9,39.6,38.5,37,..
Dominican Republic,DOM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.9,..,..,4.2,..,..,4.3,..,..,..,4.3,4,..,..,3.7,4.1,3.8,3.8,3.9,4.1,3.9,4.4,4.6,4.5,4.6,4.7,4.9,4.8,5.1,5,4.9,5.9,5.8,6,6.2,6.6,6.6,..
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.907,6.7,6.331,6.29,6.45,6.496,6.324,6.301,6.308,6.432,7.262,6.779,6.938,6.303,6.587,5.654,5.158,4.764,5.467,5.212,6.087,6.722,7.351,6.719,7.605,7.284,5.832,5.861,6.356,6.126,7.702,5.504,5.555
Dominican Republic,DOM,Age dependency ratio (% of working-age population),SP.POP.DPND,104.8676771,106.1516714,107.1332528,107.7804305,108.2356074,108.4999735,108.3444097,107.7205109,106.6998638,105.3556724,103.7846131,102.0630445,100.2545432,98.41240272,96.55038633,94.68430772,92.84615319,91.04716009,89.29067928,87.58330973,85.96935372,84.43942349,82.99210684,81.7005919,80.52519313,79.36615481,78.21699151,77.0970553,76.02066937,75.03988977,74.14697118,73.29566807,72.47328363,71.67759143,70.8771984,70.05026844,69.22394859,68.36085975,67.39372674,66.41785384,65.57911666,64.83765813,64.07957833,63.22960003,62.23309847,61.12516839,59.97022602,58.83117127,57.78540753,56.87030342,56.08479863,55.40601016,54.86557156,54.47577165,54.10881782,53.69033669,53.29847803,53.00409977,52.82550027,52.73428195,52.65440583,52.59197721,52.62304887,52.65977605
Dominican Republic,DOM,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7283.265144,7202.279531,7851.662526,8266.621922,8320.400631,8630.225186,8981.281895,9610.383424,10087.48481,10514.80525,10828.08677,10921.26062,11242.07183,10932.23509,11060.15996,11945.31574,12879.06589,13666.68769,13932.23405,13886.88427,14853.63356,15125.83851,15344.33429,15897.56304,16817.64423,17777.01116,18751.28706,19414.00122,20547.6589,21363.86104,19721.32072,21912.25896,22757.38962,23087.93436
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485500000,1666500000,1987400000,2344800000,2925700000,3599200000,3951500000,4587100000,4734400000,5498800000,6761300000,7561300000,8267400000,9220600000,11594000000,5044579979,6122128558,5827050753,5374299981,6686593060,7073675545,9824483340,11605382504,13081042400,14644734599,16637370839,18241622548,20017450041,21672215547,22136579397,24305780629,25601823688,27137440786,21403167848,22322387382,35777560684,37879830084,43965458509,48122601530,48261078914,53860187258,58029773599,60681535653,62682159338,67179955677,71164826837,75704647878,79998046306,85555390139,88941372558,78844656298,94243425938,1.13537E+11,1.21444E+11
Dominican Republic,DOM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,11.36157794,10.67468441,11.27251598,9.36319182,10.39099076,..,10.84614735,14.83596421,13.80060048,12.65126367,10.99136367,11.36802377,9.981887183,10.70386835,11.26727294,8.47854809,9.451302111,8.487014366,6.896087863,5.560820698,7.017847104,8.555098025,7.976808081,7.717481484,8.0824541,10.23908933,10.19554461,10.74574559,10.98758552,12.16971088,12.41007011,10.71209259,13.33171985,13.59536723,13.75977724,13.58623375,15.3966764,15.09453446,14.20876704,14.01591429,15.83492098,15.45333876,15.64190471,15.20549755,16.14900374,16.01948164,15.70455214,15.86404817,21.39755982,17.80612535,17.67902337,..
Dominican Republic,DOM,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,17.52037838,16.46195838,17.05916533,19.01255835,15.61432367,14.63451854,14.34606286,13.29744672,13.9677281,12.92767117,9.867673029,10.68151747,10.72796274,10.92549899,12.5968044,13.40052492,14.12155066,14.32052461,12.04108313,8.717469675,12.57795682,12.63599604,12.00242066,12.15166261,11.75173693,12.98606552,12.67127817,12.96322174,13.80254012,14.76591073,14.58189644,13.24183058,13.83717743,14.89441673,15.27992834,16.49446562,15.5131176,14.02192848,13.8469365,13.73373812,14.54268209,15.0291855,15.04112524,17.57838899,14.90293598,15.16246613,15.20918629,15.45832133,14.66062853,16.36757259,16.08360835,..
Dominican Republic,DOM,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,..,..,..,..,..,..,..,..,..,..,3.8822,3.9304,5.0595,5.0759,5.4281,5.6344,5.7819,6.2465,6.3641,6.7225,6.9176,6.5773,6.397,7.4131,7.7952,6.8513,7.6611,8.8066,8.8325,9.4093,8.0469,8.4261,9.7775,9.6559,11.2836,11.9964,12.9051,14.6828,16.7893,18.2017,19.0082,19.1404,21.0142,18.7919,17.4214,18.7862,20.5749,20.7482,20.7145,19.8346,20.9207,21.1204,21.8778,21.4767,21.6938,23.8683,24.8649,23.7791,25.6208,28.5246,26.9003,29.6662,29.6442,31.3508
